method,variant,n,final_mean,final_std,last10_mean,last10_std
adalrs,default,3,67.41000000000001,0.8201829064300235,66.35633333333332,0.4098113387076185
adalrs,aggressive,3,65.99,2.286656948473031,65.52099999999999,1.012348260234594
adalrs,narrow_safe,3,54.73333333333333,4.9243510570767945,50.275,7.5765013033721536
bandit_exp3,safe,3,53.61333333333334,17.94121047569905,48.37033333333333,4.783734663767771
bandit_exp3,fast,3,52.093333333333334,6.493329911018946,44.69833333333333,5.590202709502876
hypergrad_hb,fast,3,42.669999999999995,8.209378782831255,41.34966666666667,2.6677841616842484
bandit_ucb,ucb,3,40.88333333333333,23.434761217757973,40.59633333333334,12.626643312192414
hypergrad_hb,safe,3,39.74666666666666,3.950004219407027,42.58566666666667,1.3012426112502344
hypergrad_hb,smooth,3,34.089999999999996,8.058560665528304,40.16566666666666,1.5464689888042815
